post_id,title,post_type,post_date,category,link,excerpt,content,attachment_url
257,attachment-5c61bd5f971a1867e7855dd4,attachment,2019-03-04 14:00:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1554311385916-G8CC6JQL2HG5JS67LNAN/Blog_black.jpg,exc-5c61bd5f971a1867e7855dd4,img-5c61bd5f971a1867e7855dd4,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1554311385916-G8CC6JQL2HG5JS67LNAN/Blog_black.jpg
258,Perseverance,post,2019-04-16 13:00:00,,/blogfeed/2019/4/16/perseverance,Today’s blog is written by Bonnie Russman on Perseverance.,"Scripture : “ Let perseverance finish its work so that you may be mature and complete, not lacking anything. ” James 1:4 While living in a small town in western Virginia, my next door neighbor was a lovely woman who held the title of Master Gardener. Needless to say her plants and flowers were amazing and I always admired her gardening skills. One summer evening she called me and said, “Bonnie, be in my back yard tonight at 9:00 pm.” I couldn’t imagine what she wanted, but I was intrigued and just curious enough to comply. When I arrived, she pointed out one of her large plants, and told me to keep my eyes on it. As we both stood there watching, I was astonished to see, at precisely 9:00, a beautiful, perfectly formed, mature flower literally “pop” open right before our eyes! The plant was an Evening Primrose, and I was delighted to watch as its other flowers also popped open one by one - I had never seen anything like it. Have you ever thought it be wonderful if we could find spiritua...",
259,attachment-5cab65af652dea2af6417046,attachment,2019-04-16 13:00:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1554737046959-8E52Z6ELC9S6DM4P0ZJO/4.16.19_BONNIERUSSMAN.jpg,exc-5cab65af652dea2af6417046,img-5cab65af652dea2af6417046,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1554737046959-8E52Z6ELC9S6DM4P0ZJO/4.16.19_BONNIERUSSMAN.jpg
260,Grace Upon Grace,post,2019-04-23 13:00:00,,/blogfeed/2019/4/23/grace-upon-grace,Today’s blog is written by Jonathan Hickory.,"I have two cats. Stanley, a sandy beige colored tomcat with a sweet and affectionate personality, was raised in our home lovingly since he was adopted as a very small kitten. Simon, a jet black, rambunctious, yet strikingly handsome fellow, was adopted as a young adult cat. Stanley and Simon are always together, like two peas in a pod. When I go outside with my children on a beautiful sunny day, both cats come running up to get their due allowance of petting and human time. Stanley allows me to pet him and doesn’t seem to care when my children pull his tail or rub his fur the wrong way. Simon, however, is a different story. I almost always get a glimpse of his unknown past-as he seeks attention and allows me to pet him, only to suddenly sink his teeth into my hand as I stroke his midnight black coat. And while so many people would just refuse to have any contact with that seemingly spiteful and ungrateful cat, I continue to work with him. Over time, with love, Simon has improved with h...",
261,attachment-5cab67cb971a1818f736b337,attachment,2019-04-23 13:00:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1554737280770-AXTGTDN2V6WZVTK89LW6/2+Corinthians+5%3B17+NLT+Guy+Laughing+-+Title.jpg,exc-5cab67cb971a1818f736b337,img-5cab67cb971a1818f736b337,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1554737280770-AXTGTDN2V6WZVTK89LW6/2+Corinthians+5%3B17+NLT+Guy+Laughing+-+Title.jpg
262,Finding Hope in Stinky Circumstances,post,2019-04-30 13:00:00,,/blogfeed/2019/4/30/finding-hope-in-stinky-circumstances,Today’s blog is written by Janice Cappucci about finding hope in stinky circumstances.,"“Sir, let it alone this year also, until I dig around it and put on manure.” –Luke 13:8 When life is hard – when everything seems to be going wrong – how can we think about our circumstances in a way that protects us from being gripped by anxiety, bitterness, or hopeless despair? Consider the following fictional scenario: Kate’s sweet and thoughtful daughter Akira has been invaded by the body snatchers. Or maybe just a wicked case of teenage hormones from the fiery nether regions. Akira’s constant put downs and outright contempt drag Kate into the pit of despair. Every night, she tosses and turns, wracked with anxiety over the state of the relationship. Every morning, she kicks herself, knowing today will not be the day she has enough energy to sign up for the volunteer project she’s been avoiding. Is there anything Kate could be doing differently? For months now, she’s been begging God to change Akira’s heart, to no avail. “ Could it be, Lord, she prayed , that You are using Akira to ...",
263,attachment-5cb4a8801062b8000176543b,attachment,2019-04-30 13:00:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1555344485596-N6MO9XE8IHG1PG67GLYP/4.30.19.jpg,exc-5cb4a8801062b8000176543b,img-5cb4a8801062b8000176543b,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1555344485596-N6MO9XE8IHG1PG67GLYP/4.30.19.jpg
264,Unforgiveness,post,2019-04-09 13:00:00,,/blogfeed/2019/4/9/unforgiveness,Today’s blog is written by Debbie Fletcher on Unforgiveness.,"“Be kind and compassionate to one another, forgiving each other just as Christ forgave us.” Ephesians 4:32 I want to share a little background. My mom was an alcoholic and I grew up in a very dysfunctional family. I was the oldest of 3 children and it was made known all through my life that I was an annoyance and inconvenience to her. As I got older her only words to me were that of “I wasn’t good enough or lovable or couldn’t do anything right.” I moved out as soon as I turned 18. Several years later when Lee and I got married, we both came to know the Lord. I knew this unforgiveness of my mom was not what God wanted for me, but I could not come to grips with the anger I felt toward my mom. My walk with the Lord was getting stronger and He was growing me, as I stepped out of my comfort zone in obedience to Him. But I still had this unforgiveness toward my mom hanging over my head. About 5 years ago, I was so sick and tired of this cycle I was in and wanted so desperately to be free of...",
265,attachment-5ca50c62eb39314cf80c839e,attachment,2019-04-09 13:00:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1554321083550-Z488N9X78RBGWRQ227U8/DebbieBlog_4-9-19.jpg,exc-5ca50c62eb39314cf80c839e,img-5ca50c62eb39314cf80c839e,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1554321083550-Z488N9X78RBGWRQ227U8/DebbieBlog_4-9-19.jpg
266,Serving with His Eyes,post,2019-05-14 13:00:00,Volunteering,/blogfeed/2019/5/14/serving-with-his-eyes,Today’s blog is written by Candace Saunders on how we should serve.,"“However, I consider my life worth nothing to me; my only aim is to finish the race and complete the task the Lord Jesus has given me—the task of testifying to the good news of God’s grace.” Acts 20:24 For most of my preteens into teens I was always at church. My dad had turned a life of drugs and alcohol into a life of pursuing Christ, which for him meant becoming a youth pastor. When I say we were always at church, I often felt like I saw the walls of our youth room more than my own house. People would say things like, “thank you for all that you do with our church,” or “you’re always serving with such a grateful heart.” At times I loved what we did at church and the ways we were able to help and serve others, but by the end of high school it was something I felt I had to do, since I was the “youth pastor’s kid.” I went off to college and attended church, but never truly got “plugged in.” I told myself I was too busy or it would stress me out too much with school, but the truth was I...",
267,attachment-5cd96cae71c10b6027c21a42,attachment,2019-05-14 13:00:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1557754152038-VA4XH15T1F56YN4BRPKX/5.14.19_CandaceSaunders.jpg,exc-5cd96cae71c10b6027c21a42,img-5cd96cae71c10b6027c21a42,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1557754152038-VA4XH15T1F56YN4BRPKX/5.14.19_CandaceSaunders.jpg
268,Why I Volunteer,post,2019-05-21 13:00:00,Volunteering,/blogfeed/2019/5/21/why-i-volunteer,Today’s blog is written by Bryce Hall on why he volunteers.,"Focus verse : Mark 10:45 “For even the Son of Man did not come to be served, but to serve, and to give his life as a ransom for many."" One of the reasons why I love this verse is because our example, Jesus, never calls us to do anything he hasn’t already done for all of us. The King of kings was born in a manger, humbled himself, and took a lowly position as a servant. Around this time last year, I was not serving or volunteering at the Point. I didn’t really have an understanding of why I should serve and the significance of serving. The reason why I joined was because I was listening to a pastor speak and he talked about when you volunteer and serve at church and surround yourself with a community of believers you begin to get into a flow of people who are on the same path and pursuit of the same Godly things as you. And it’s funny because just a few weeks ago I was chatting with the head coach for the UVA boy’s basketball team Tony Bennett at an event and he was telling me how he ac...",
269,attachment-5cd96d3f30815000012d2923,attachment,2019-05-21 13:00:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1557753558852-IZZV9F16IML6M7V499RE/5.21.19_BRYCEHALL.jpg,exc-5cd96d3f30815000012d2923,img-5cd96d3f30815000012d2923,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1557753558852-IZZV9F16IML6M7V499RE/5.21.19_BRYCEHALL.jpg
270,Why I Serve in StudentLife,post,2019-05-28 13:00:00,Dream Team,/blogfeed/2019/5/28/why-i-serve-in-studentlife,Today’s blog is written by Andrew Hopun on why he serves.,"“ In the same way, let your light shine before others, so that they may see your good works and give glory to your Father who is in heaven.” (Matthew 5:16 ESV) These days, the brightest and most frequent light our students may see is their phone. If I’m being honest, I should include myself in that. Though, not everything we see on our phones is harmful. God can be glorified through sending encouraging text messages, showing love through social media, or consoling a friend on a phone call. However, our phones can also make us accessible to messages that promote hatred, evil, and fear. Given this reality, it is very important for our students to be involved in a spiritual community. I could describe my teenage years as three things: cringeworthy, even more cringeworthy, and full of growth. As painful as it might be to look back, I believe there’s an important reason that “cringeworthy” is a stereotypical description for our teenage years. Those years are a crucial time of identity forma...",
271,attachment-5cdd69579140b7ca98cbc931,attachment,2019-05-28 13:00:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1558014851110-DZ3N5T8FAYB1ZRXFBH2S/blog_andrewhopun5_28_19.jpg,exc-5cdd69579140b7ca98cbc931,img-5cdd69579140b7ca98cbc931,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1558014851110-DZ3N5T8FAYB1ZRXFBH2S/blog_andrewhopun5_28_19.jpg
272,Freedom From Perfection,post,2019-05-07 13:00:00,,/blogfeed/2019/5/7/freedom-from-perfection,Today’s blog is written by Kelly Dampier on Freedom from Perfection.,"“ But he said to me, ""My grace is sufficient for you, for my power is made perfect in weakness."" Therefore, I will boast all the more gladly of my weaknesses, so that the power of Christ may rest upon me.” 2 Corinthians 12:9 Do you ever feel like you’re failing at everything? No matter what you do, or the control you try to hold tightly on to, you’re just never hitting the mark, stride, sweet spot of peace and happiness that you ‘think’ will make life better and easier. I have to confess that I feel this way, quite often. I’m a lover of control, of keeping things peaceful at all times, and keeping conflict far away and a perfectionist to my core. I know I cannot be alone in this, and that many of us deal with depression, anxiety, and lack of joy, because of the unreal expectations we pile onto ourselves. You can imagine how these things gather together (in a self-made grenade of implosion), as I am also a ministry wife, mother of two kids ages 5 and under, and trying to find my footing...",
273,attachment-5cc707ad15fcc09bc1b1590b,attachment,2019-05-07 13:00:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1556548914287-J9RT1V92FCI6FDFIS8VH/5.7.19_Perfection_KellyDampier.jpg,exc-5cc707ad15fcc09bc1b1590b,img-5cc707ad15fcc09bc1b1590b,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1556548914287-J9RT1V92FCI6FDFIS8VH/5.7.19_Perfection_KellyDampier.jpg
274,Why I Attend A Group,post,2019-06-11 13:00:00,Groups,/blogfeed/2019/6/11/why-i-attend-a-group,Today’s blog is written by Mary Bentley on why she attends a group.,"“Even in old age they will still produce fruit, they will remain vital and green; they will declare, The Lord is just! He is my rock! There is not evil in Him.” Ps 92:14-15 – NTL I am grateful for the fruit bearing promise of Psalm 92 because I didn’t even get planted until middle age. I was saved on a Friday evening, April 11, 1997. I am happy to share my salvation story if you ask me. That night changed my life forever – gave me a purpose and passion that thankfully has not dimmed in over twenty years. Giving your life to Jesus at any age can dramatically affect your relationships. You begin to think differently, act differently, “want” differently. Even as a church goer there is a shift in your relationships. For almost twenty years I persevered in prayer and fellowship with women I deeply loved in a Women’s Bible Study. A time came when I could no longer stay true to my understanding of the Bible, and I left that church. I found the Point through the invitation of some friends who ...",
275,attachment-5cf6dc33a65a2d0001ed159a,attachment,2019-06-11 13:00:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1560172385618-IXQ6VM1069R8GVEML5T8/6.11.19_MaryBentley_Blog.jpg,exc-5cf6dc33a65a2d0001ed159a,img-5cf6dc33a65a2d0001ed159a,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1560172385618-IXQ6VM1069R8GVEML5T8/6.11.19_MaryBentley_Blog.jpg
276,Get Ready,post,2019-06-18 12:21:00,Leadership,/blogfeed/2019/6/18/get-ready,Today’s blog is written by Allison Poindexter on Leadership.,"'Then Jesus came from Galilee to the Jordan to John, to be baptized by him. John would have prevented him, saying, ""I need to be baptized by you, and do you come to me?"" But Jesus answered him, ""Let it be so now, for thus it is fitting for us to fulfill all righteousness."" Then he consented.” - Matthew 3:13-15 In January 2006, I had a wild idea: I would apply to graduate school. It might not seem that wild now, but in January 2006, I had only been teaching for 5 years, I had a one year old at home, and a husband who would start attending classes toward his own degree. I was heavily involved in student activities and regularly up late grading papers or writing lesson plans. I envisioned that one day I might want to become a school leader - an assistant principal, a principal, or a district curriculum writer. By that point, I hadn’t even served as a department chair. I had no leadership experience. But I imagined that one day, I would want that kind of leadership - and I needed to be pre...",
277,attachment-5cfe4b578abd9600013d30c6,attachment,2019-06-18 12:21:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1560172213800-5LYTMVOZQSOTQJAG1AYJ/AllisonPoindexter_Blogpost_6-18-19.jpg,exc-5cfe4b578abd9600013d30c6,img-5cfe4b578abd9600013d30c6,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1560172213800-5LYTMVOZQSOTQJAG1AYJ/AllisonPoindexter_Blogpost_6-18-19.jpg
278,Prayer,post,2019-06-25 12:00:00,Prayer,/blogfeed/2019/6/25/prayer,Today’s blog is written by Lynne Sade on Prayer,"“I should be spiritually free and expressive as I pray, but I should also be thoughtful and mindful as I pray. I should sing with my spirit and sing with my mind. If you give a blessing using your private prayer language, which no one else understands, how can some outsider who has just shown up and has no idea what’s going on know when to say ‘Amen’? Your blessing might be beautiful, but you have very effectively cut that person out of it.” - 1 Corinthians 14:16-17 (MSG) I used to not be a pray-out-loud kind of girl. Saying those intimate words so loud that others can hear them seemed awkward at best, and pushy at worst. The exception of course is grace around the dinner table with family, when it’s understood to be more of a cultural experience at least for my family of Southern roots, but when I am really talking to God I’ve always felt privacy was the best method for me. Just over two years ago, my husband and I welcomed a beautiful baby boy into the world, and he was more amazing ...",
279,attachment-5d0bac3e70d9f200018628cb,attachment,2019-06-25 12:00:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1561047061178-GM9424G5NTHFGYTMP6OU/6-25-19_lynnesade_blogpost.jpg,exc-5d0bac3e70d9f200018628cb,img-5d0bac3e70d9f200018628cb,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1561047061178-GM9424G5NTHFGYTMP6OU/6-25-19_lynnesade_blogpost.jpg
280,Community,post,2019-06-04 20:59:03,Groups,/blogfeed/2019/6/4/community,Today’s blog is written by Josh White on community.,"Acts 2:42 “They devoted themselves to the apostles’ teaching and to fellowship , to the breaking of bread and to prayer.” The word fellowship in this verse is the word Koinonia in the original Greek language. Koinonia encompasses much more than just what its definition entails. It does mean “fellowship” or “communion” and we can understand it as such in the English language, however, it means a fullness of community and essentially a participation in the body of Christ. As believers we have a bond that transcends all that separates us as humans, societal and economics backgrounds, ethnicity, race, and the like. We have a relationship with Christ where he transforms us by His sacrifice on the cross and welcomes us as sons and daughters into His glorious kingdom of light. This creates a communion that is deeper even than the blood that twin brothers would share. This is the strength of the word Koinonia. Our group environments are meant to be places where we truly live out the calling fo...",
281,attachment-5cf6db5f3c086400019a52c5,attachment,2019-06-04 20:59:03,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1559682642323-L2W8J1JP7VXNG42DIFLY/JoshWhite_Blog.jpg,exc-5cf6db5f3c086400019a52c5,img-5cf6db5f3c086400019a52c5,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1559682642323-L2W8J1JP7VXNG42DIFLY/JoshWhite_Blog.jpg
282,God’s Masterpiece,post,2019-07-16 11:12:00,,/blogfeed/2019/7/16/gods-masterpiece,Today’s blog is written by Kathy Burns.,"“For we are God’s masterpiece. He has created us anew in Christ Jesus, so we can do the good things he planned for us long ago.” Ephesians 2:10 My granddaughter has autism. My beautiful, sweet granddaughter has danced to a different drummer for a while now. I knew there was something about her that made her a little different. She is highly intelligent, has always been extremely verbal with a vocabulary way beyond her age. She is affectionate and compassionate and the only person in her family who really loves their cat. How could she be autistic? I am so grateful I had my wonderful community group of women to share this news with shortly after I found out. We were studying a lesson about Ruth and Naomi. We discussed how we often believe the labels we and others attach to us over the way our heavenly Father, our perfect Creator, sees us. Not surprisingly, I lost it before it was even time to share prayer requests! All I could think about was how my beautiful girl was going to have to d...",
283,attachment-5d1ddf203216d20001aadf9c,attachment,2019-07-16 11:12:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1563279824052-28WTQ76IETN3XAOMR8UR/7.16.19_KathyBurns.jpg,exc-5d1ddf203216d20001aadf9c,img-5d1ddf203216d20001aadf9c,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1563279824052-28WTQ76IETN3XAOMR8UR/7.16.19_KathyBurns.jpg
284,Who are you kidding? You don’t need a doctor…,post,2019-07-02 12:00:00,,/blogfeed/2019/7/2/who-are-you-kiddingnbspyou-dont-need-a-doctor,Today’s blog is written by Marsha Key on our encounters with Jesus.,"Matthew 9:12 &13b “When Jesus heard this, he said, ‘Healthy people don’t need a doctor – sick people do.’ Then He added…’For I have come to call not those who think they are righteous, but those who know they are sinners’.” Jesus and his disciples were having dinner with Matthew, who was a tax collector. Of course, the Pharisees didn’t miss an opportunity to be critical and complain to the disciples as to who’s dinner invitation Jesus had accepted. In the Pharisee’s opinion, Matthew and his friends, the other disreputable sinners, were scum and not worth anyone’s time, especially Jesus, but….wait! Hmmm…this situation could be an opportunity FINALLY to prove that Jesus wasn’t who he said he was. So, after complaining to the disciples, but before the disciples had a chance to make any comments or give any answers, Jesus spoke with what is recorded in Matthew 9:12 & 13b. Jesus’ answers always went straight to the core of the issue and he explained it in a way that was….well, it should hav...",
285,attachment-5d111ef9df7cbc0001b966c8,attachment,2019-07-02 12:00:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1561659557773-FIYDO3SG6VQWNRCUSFTJ/7.2.19_doctor.jpg,exc-5d111ef9df7cbc0001b966c8,img-5d111ef9df7cbc0001b966c8,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1561659557773-FIYDO3SG6VQWNRCUSFTJ/7.2.19_doctor.jpg
286,Content in Today’s Material World,post,2019-07-23 11:14:00,,/blogfeed/2019/7/23/content-in-todays-material-world,Today’s blog is written by Jessica Hall,"Today’s Reading “Do not let your heart envy sinners, but always be zealous for the fear of the Lord.” Proverbs 23:17 NIV Sometimes I look around and think, “How in the world did these people afford that HUGE house and that Mercedes! I should be able to get that too!” Or, “Wow, my friends are still about to go out most nights!? Must be nice to go out and do whatever you want all the time!” The list goes on. Why do we think like this? Unfortunately, we are all subject to comparison, but that’s why we need to constantly look to the LORD! I’m not saying that if you have a huge house and drive a nice car, you’re a sinner. There are people who are deeply rooted in material possessions. SO many people look to earthly things in order to fill a void in their heart that they can’t seem to fill. People in biblical times had this problem. It’s human nature to compare. But comparing doesn’t need to lead to envy. I had an envious heart. People I was close to bought extravagant things to fill the voi...",
287,attachment-5d1ddf8cac21b90001be3753,attachment,2019-07-23 11:14:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1563818173121-D25M0D4C3ECRKFKH43HS/contentintodaysmaterialworld_blog_jessicahall.jpg,exc-5d1ddf8cac21b90001be3753,img-5d1ddf8cac21b90001be3753,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1563818173121-D25M0D4C3ECRKFKH43HS/contentintodaysmaterialworld_blog_jessicahall.jpg
288,My Father is always working!,post,2019-07-30 11:15:00,,/blogfeed/2019/7/30/my-father-is-always-working,Today’s blog is written by Melody Criswell,"Jesus said, “My Father is always working” (John 5:17). We brag about OUR daddies; He brags about HIS Daddy. Recently, I got a rare glimpse “behind the veil” that covers everything that God does for us and protects us from… things that we don’t normally get to see. A plumber came to fix a leak in my garage wall. He told me to call a roofer and referred one who could come out that day. (For some reason, there seemed to be a sense of urgency inspired by God.) The roofers plugged some holes and were leaving when the older guy told the rookie to get the big ladder down – – he sent him way up the side of the house to a higher point in the wall. There was something that looked odd to him. He just wanted to check it out. The younger guy climbed way up, looked at a very small hole in the wall, pulled something out and yelled, “I found the source of the leak. But you have a bigger problem”. He reached deep into the exterior wall and pulled out a smoldering PVC drainage pipe. The clear pipe was c...",
289,attachment-5d1ddfde5e9d7a0001058ee7,attachment,2019-07-30 11:15:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1564404335580-9GGX2DGDK13ZLHY3OGZS/Melody_social_july30-2019.jpg,exc-5d1ddfde5e9d7a0001058ee7,img-5d1ddfde5e9d7a0001058ee7,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1564404335580-9GGX2DGDK13ZLHY3OGZS/Melody_social_july30-2019.jpg
290,What Comfort Zone?,post,2019-07-09 12:43:00,REACH,/blogfeed/2019/7/9/what-comfort-zone,Today’s blog is written by Amanda Ehart on getting out of our comfort zones.,"Trust in the Lord with all your heart and do not lean on your own understanding. In all your ways acknowledge Him and He will make your paths straight. Proverbs 3:5-6 What comfort zone? God has been having me think about this a lot lately. Not only has He had me thinking about it, He has been really pushing me out of mine. I was recently able to travel to Cuba. This is the sixth (first with The Point) mission trip I have been on. I have to admit; this was the first time I was truly nervous about a trip. You see I’m what I like to call an extroverted introvert. I am a major introvert. Crowds make me anxious and talking to people (especially new people) is not something I excel at. The extroverted part comes from the job I have and the team I serve on at church; in those areas I have to be extroverted. There were two differences between this trip and previous ones. The first is the other trips were mainly physical. We built houses and worked behind the scenes (Its surprisingly easy to hi...",
291,attachment-5d14b9f74aeffa00013eef56,attachment,2019-07-09 12:43:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1561660932137-VKFQ25K3NF8OAHOQR2UP/comfortzone_7.9.19.jpg,exc-5d14b9f74aeffa00013eef56,img-5d14b9f74aeffa00013eef56,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1561660932137-VKFQ25K3NF8OAHOQR2UP/comfortzone_7.9.19.jpg
292,Embrace Differences,post,2019-08-13 12:36:00,,/blogfeed/2019/8/13/embrace-differences,Today’s blog is written by Jenn Buxton,"Today’s Reading “For just as the body is one and has many members, and all the members of the body, though many, are one body, so it is with Christ.” 1 Corinthians 12:12 As the Connections Director, I get the opportunity to meet a lot of new people week to week. I love hearing their stories, hearing what God is stirring in their hearts, and talking to them about God’s beautifully thought-out and purposeful design for them as individuals. I truly love this! I love the realization people have when God reveals this to them. We are all unique and different ! However, I’ve really been thinking more about this as it pertains to all of us as a body of believers. Something that I think often gets overlooked though, or is maybe taken for granted, is the beauty of our diversity . Throughout 1 Corinthians 12, Paul talks about the many spiritual gifts that we have been given by the Holy Spirit. These gifts all vary person to person. My gifts and personality are not the exact same as yours. We are ...",
293,attachment-5d2606123107f0000111143b,attachment,2019-08-13 12:36:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1564532517810-ZFY514UI49R7DO2GXIRJ/EmbraceDifferences_JennBuxton_8-13-19.jpg,exc-5d2606123107f0000111143b,img-5d2606123107f0000111143b,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1564532517810-ZFY514UI49R7DO2GXIRJ/EmbraceDifferences_JennBuxton_8-13-19.jpg
294,Therefore Come,post,2019-08-20 12:38:00,REACH,/blogfeed/2019/8/20/therefore-come,Today’s blog is written by Cody Bryant,"Today’s Reading Jesus, undeterred, went right ahead and gave his charge: “God authorized and commanded me to commission you:” Matthew 28:18 MSG Therefore go and make disciples of all nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit, and teaching them to obey everything I have commanded you. And surely I am with you always, to the very end of the age.” Matthew 28:19-20 NIV Therefore Come During our ‘Out of Commission’ series Pastor Gabe preached on the verses that are known as the “Great Commission” (Matthew 28:18-20). He discussed how our mission field is exactly where God has placed us at any given moment. The “go” in “therefore go” is not necessarily thousands of miles away. Our responsibility and command is constant: we are to make disciples wherever we are. Sometimes though, that “go” is thousands of miles away for some of us. We may feel this nudge on our heart to go on an international mission trip but are not quite ready to say yes. When we...",
295,attachment-5d2dfd9dbc77690001bf5057,attachment,2019-08-20 12:38:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1564531132832-BPS0EV45RTOJ78BUN4QI/ThereforeCome_CodyBryant_8-20-19.jpg,exc-5d2dfd9dbc77690001bf5057,img-5d2dfd9dbc77690001bf5057,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1564531132832-BPS0EV45RTOJ78BUN4QI/ThereforeCome_CodyBryant_8-20-19.jpg
296,A New Family,post,2019-08-27 12:30:00,Groups,/blogfeed/2019/8/27/a-new-family,,"Scripture Reading: “A father of the fatherless, a defender of widows, is God in His holy habitation. God sets the lonely in families .” Ps. 68:5-6b Growing up in a tiny south Louisiana town, my life was filled with family. We were wonderfully close-knit with grandparents, aunts, uncles, and cousins all living within one mile of each other. Christmas and Thanksgiving, birthdays, hand-cranked ice cream, and summer watermelons were all occasions to be shared and enjoyed by everyone. Now with the quickly passing years, my family looks quite different. Although I have a great husband and am truly blessed by him and his lovely family, my own grandparents, parents, and favorite aunts and uncles have all passed on. Others are not as close as before, and my only child is now absent from me. Are you ready for some good news? We read in Philippians that “God shall supply all our needs . . . in Christ Jesus,” and He has met my need for a family with a small group of women at The Point who share wi...",
297,attachment-5d35ea2167ece9000177b5f8,attachment,2019-08-27 12:30:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1564530903252-5Q7CKNKOFMM2YUR0RO3O/NewFamily_8-27-19_BonnieRussman.jpg,exc-5d35ea2167ece9000177b5f8,img-5d35ea2167ece9000177b5f8,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1564530903252-5Q7CKNKOFMM2YUR0RO3O/NewFamily_8-27-19_BonnieRussman.jpg
298,Motivation,post,2019-08-06 12:30:00,,/blogfeed/2019/8/6/motivation,Today’s blog is written by Kristen Fields on your motivation.,"“A person may think their own ways are right, but the LORD weighs the heart .” (Proverbs 21:2) I’ve been struggling with writing this very devotional, starting and stopping for days. Feeling uninspired I casually asked the Lord to lead my thoughts. Truthfully, my words felt like pennies tossed into a wishing well. Then, as I flipped through the psalms, my eyes landed on a passage that pressed the pause button in my soul. “Incline my heart to your testimonies, and not to selfish gain!” (Psalm 119:36) I could almost hear the ding-ding of a railroad crossing bar land in front of me. That moment I recognized what God’s Spirit was after. I’ve authored enough devotionals to know how good it feels to write something someone likes. That last phrase says it all, doesn’t it? I was lacking inspiration because my motivation to please was off track. Instead of writing to please an audience of One, I had your response in mind. Here’s what I know for certain. God cares most about our hearts. Like me,...",
299,attachment-5d23881513a1670001e9da6b,attachment,2019-08-06 12:30:00,,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1564531480014-2FTKFFUSOKABW942UR16/Motivation_KristinFields_8-6-19.jpg,exc-5d23881513a1670001e9da6b,img-5d23881513a1670001e9da6b,http://images.squarespace-cdn.com/content/v1/5c1a639f506fbe5304403734/1564531480014-2FTKFFUSOKABW942UR16/Motivation_KristinFields_8-6-19.jpg
